objectid,filename,format,image_thumb,title,Company Name,Headquarters,latitude,longitude,date,rights,rightsstatement,source,sourceurl,Successor company,Predecessor compnay 
Warn2341_1974,https://archive.org/details/Warn2341_1974/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Warn2341_1974,Warnaco Inc (1974),Warnaco Inc,Bridgeport CN,41.1799,-73.1923,1974,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Warn2341_1978,https://archive.org/details/Warn2341_1978/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Warn2341_1978,Warnaco Inc (1978),Warnaco Inc,Bridgeport CN,41.1799,-73.1923,1978,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Warn2341_1979,https://dn720205.ca.archive.org/0/items/Warn2341_1979/Warn2341_1979.pdf,application/pdf,https://archive.org/services/img/Warn2341_1979,Warnaco Inc (1979),Warnaco Inc,Bridgeport CN,41.1799,-73.1923,1979,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Warn2341_1980,https://archive.org/details/Warn2341_1980,application/pdf,https://archive.org/services/img/Warn2341_1980,Warnaco Inc (1980),Warnaco Inc,Bridgeport CN,41.1799,-73.1923,1980,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Warn2341_1981,https://dn720209.ca.archive.org/0/items/Warn2341_1981/Warn2341_1981.pdf,application/pdf,https://archive.org/services/img/Warn2341_1981,Warnaco Inc (1981),Warnaco Inc,Bridgeport CN,41.1799,-73.1923,1981,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Warn2547_1973,https://archive.org/details/Warn2547_1973/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Warn2547_1973,Warnaco of Canada Ltd (1973),Warnaco of Canada Ltd,Prescott ON,44.7093,-75.519,1973,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Warn2547_1975,https://archive.org/details/Warn2547_1975/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Warn2547_1975,Warnaco of Canada Ltd (1975),Warnaco of Canada Ltd,Prescott ON,44.7093,-75.519,1975,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Warn2547_1976,https://archive.org/details/Warn2547_1976/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Warn2547_1976,Warnaco of Canada Ltd (1976),Warnaco of Canada Ltd,Prescott ON,44.7093,-75.519,1976,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Warn2547_1977,https://archive.org/details/Warn2547_1977/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Warn2547_1977,Warnaco of Canada Ltd (1977),Warnaco of Canada Ltd,Prescott ON,44.7093,-75.519,1977,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1948,https://archive.org/details/Zell0046_1948/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1948,Zeller's Ltd (1948),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1948,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1966,https://archive.org/details/Zell0046_1966/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1966,Zeller's Ltd (1966),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1966,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1967,https://archive.org/details/Zell0046_1967/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1967,Zeller's Ltd (1967),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1967,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1968,https://archive.org/details/Zell0046_1968/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1968,Zeller's Ltd (1968),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1968,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1969,https://archive.org/details/Zell0046_1969/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1969,Zeller's Ltd (1969),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1969,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1970_0,https://archive.org/details/Zell0046_1970_0/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1970_0,Zeller's Ltd (1970),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1970,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1971,https://archive.org/details/Zell0046_1971/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1971,Zeller's Ltd (1971),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1971,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1972,https://archive.org/details/Zell0046_1972/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1972,Zeller's Ltd (1972),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1972,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1973,https://archive.org/details/Zell0046_1973/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1973,Zeller's Ltd (1973),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1973,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1974,https://archive.org/details/Zell0046_1974/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1974,Zeller's Ltd (1974),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1974,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1975,https://archive.org/details/Zell0046_1975/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1975,Zeller's Ltd (1975),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1975,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1976,https://archive.org/details/Zell0046_1976/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1976,Zeller's Ltd (1976),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1976,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
Zell0046_1977,https://archive.org/details/Zell0046_1977/mode/2up?view=theater,application/pdf,https://archive.org/services/img/Zell0046_1977,Zeller's Ltd (1977),Zeller's Ltd,Montreal QC,45.5019,-73.5674,1977,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,"Lynch Annual Report Collection, University of Alberta Library",https://archive.org/details/larc,,
